host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,2 baths,3,4,2265.6,4.69,4.72,4.7,4.78,4.88,4.86,4.59,f,0.36
within an hour,1,0.89,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,1416,4.65,4.65,4.55,4.95,4.95,4.9,4.45,f,0.2
within a day,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,1888,4.8,4.86,4.86,4.95,5,4.86,4.9,f,0.15
within a day,0.56,0.32,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,1699.2,4.48,4.62,4.27,4.75,4.64,4.86,4.44,f,0.89
within an hour,1,0.74,t,Private room in rental unit,Private room,2,1 bath,,1,830.72,4.8,4.86,4.78,4.93,4.95,4.9,4.78,f,2.58
within a few hours,1,0,t,Entire rental unit,Entire home/apt,4,1 bath,1,3,1869.12,5,5,5,5,5,5,5,f,0.02
within a day,1,0.44,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1699.2,5,5,4.83,5,5,4.83,4.83,f,0.36
within an hour,1,0.96,t,Entire rental unit,Entire home/apt,6,1 bath,3,4,3681.6,4.63,4.78,4.85,4.85,4.86,4.9,4.56,f,3.02
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,1113.92,4.49,4.72,4.35,4.7,4.76,4.85,4.48,f,0.5
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,944,4.66,4.81,4.58,4.94,4.95,4.89,4.66,t,1.9
within a few hours,1,0.18,t,Entire rental unit,Entire home/apt,6,1 bath,3,4,3964.8,4.76,4.91,4.57,4.91,5,4.7,4.43,f,0.17
within an hour,1,0.97,t,Private room in rental unit,Private room,2,1 shared bath,,1,981.76,4.88,4.96,4.95,4.98,4.96,4.96,4.82,f,2.28
within an hour,0.98,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1906.88,4.66,4.9,4.83,4.75,4.88,4.76,4.76,f,0.51
within a day,0.75,0.46,t,Entire rental unit,Entire home/apt,2,1 bath,,2,660.8,5,4.75,4.75,4.75,5,5,5,f,0.04
within an hour,1,0,f,Entire rental unit,Entire home/apt,4,1 bath,1,1,1321.6,4.49,4.72,4.44,4.8,4.85,4.93,4.51,f,0.76
within a few hours,1,0.87,t,Entire rental unit,Entire home/apt,6,2 baths,2,2,1453.76,4.74,4.83,4.61,4.87,4.91,4.78,4.78,f,0.18
within a few hours,1,0.7,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,1510.4,4.71,4.93,4.6,4.77,4.9,4.9,4.5,f,0.27
within an hour,1,1,t,Entire rental unit,Entire home/apt,8,1.5 baths,3,5,2926.4,4.84,4.88,4.78,4.89,4.91,4.73,4.68,t,2.21
within an hour,1,0,f,Shared room in rental unit,Shared room,1,1.5 shared baths,,,509.76,4.65,4.79,4.76,4.87,4.85,4.87,4.67,f,1.1
within an hour,1,0.75,t,Private room in rental unit,Private room,2,1 private bath,,1,944,4.94,4.88,4.88,4.94,5,4.65,4.76,f,0.15
within a day,1,0.65,t,Entire rental unit,Entire home/apt,4,1 bath,1,3,1680.32,4.76,4.83,4.75,4.88,4.88,4.93,4.78,f,3.07
within an hour,1,0.71,t,Entire loft,Entire home/apt,4,2 baths,3,2,3020.8,4.78,4.9,4.83,4.89,4.93,4.78,4.78,f,0.62
within a few hours,1,0.96,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1434.88,4.88,4.94,4.94,4.97,4.96,4.91,4.81,f,1.35
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,1321.6,5,5,4.75,5,5,5,5,f,0.07
within a few hours,1,0,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,944,4.84,4.78,4.87,4.98,4.98,4.69,4.86,f,3.43
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1132.8,4.87,4.92,4.89,4.91,4.92,4.7,4.83,f,0.57
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1510.4,4.8,4.88,4.81,4.9,4.91,4.95,4.8,f,3.76
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,1 bath,3,3,1510.4,4.56,4.69,4.57,4.73,4.84,4.9,4.48,f,0.53
within a few hours,1,0.86,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,1869.12,4.66,4.69,4.7,4.9,4.91,4.79,4.56,f,0.77
N/A,N/A,0.62,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1321.6,4.63,4.73,4.7,4.83,4.77,4.94,4.69,f,4.24
within an hour,1,0,t,Private room in rental unit,Private room,2,1 shared bath,,1,755.2,4.45,4.81,4.88,4.63,4.71,4.83,4.67,f,0.42
within a few hours,1,0.55,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1340.48,4.82,4.91,4.44,4.93,4.98,5,4.76,f,0.48
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,1038.4,,,,,,,,f,
within an hour,1,1,t,Entire loft,Entire home/apt,4,1 bath,1,2,2492.16,4.9,4.97,5,4.92,5,5,4.79,t,0.41
within an hour,0.93,1,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1227.2,4.69,4.83,4.72,4.75,4.82,4.77,4.68,f,3.36
N/A,N/A,0.33,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1888,4.93,4.94,4.96,4.95,5,4.92,4.83,f,0.58
N/A,N/A,N/A,f,Private room in rental unit,Private room,2,1 bath,,1,490.88,4.83,5,5,5,5,4.33,5,f,0.05
within a few hours,0.88,0.94,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1246.08,4.42,4.54,4.62,4.66,4.73,4.93,4.34,f,2.35
within an hour,1,0.89,t,Entire rental unit,Entire home/apt,2,1 bath,1,3,1321.6,4.47,4.35,4.33,4.83,4.83,4.78,3.89,f,0.15
within an hour,0.96,0.61,t,Private room in home,Private room,4,1 shared bath,,2,2737.6,4.54,4.57,4.5,4.86,4.36,4.21,4.43,f,0.11
within an hour,0.88,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1151.68,4.59,4.83,4.59,4.83,4.87,4.26,4.59,t,0.53
within an hour,1,0.94,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,3,2265.6,4.81,4.88,4.77,4.92,4.91,4.79,4.64,f,1.65
within an hour,1,0.72,t,Entire rental unit,Entire home/apt,4,2 baths,3,6,2832,4.8,4.7,4.6,4.7,4.8,4.8,4.8,f,0.22
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1416,4.39,4.82,4.54,4.82,4.86,4.18,4.54,f,0.24
within an hour,1,0.96,t,Private room in rental unit,Private room,2,1 shared bath,,1,981.76,4.77,4.78,4.74,4.83,4.89,4.92,4.76,f,2.29
within an hour,1,0.96,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1925.76,4.64,4.69,4.78,4.76,4.78,4.93,4.63,t,0.36
within a day,1,0,t,Entire rental unit,Entire home/apt,3,1 bath,,2,1170.56,4.29,4.58,3.97,4.31,4.42,4.92,4.5,f,0.29
within an hour,1,1,t,Entire loft,Entire home/apt,4,1 bath,1,2,1416,4.52,4.7,4.25,4.77,4.81,4.85,4.57,f,0.5
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,2,2,1321.6,4.67,5,4.67,5,5,4.33,5,f,0.04
N/A,N/A,1,t,Entire townhouse,Entire home/apt,4,1 bath,2,2,2756.48,4.91,4.93,4.98,4.96,4.98,4.67,4.69,f,0.4
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1038.4,4.79,4.89,4.91,4.88,4.88,4.83,4.78,f,4.67
within an hour,1,0.96,t,Entire rental unit,Entire home/apt,4,1 bath,1,3,1019.52,4.67,5,4.67,5,5,5,4.67,f,0.34
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,8,2 baths,3,6,3587.2,5,5,5,5,5,5,5,f,0.03
within an hour,0.98,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,962.88,4.7,4.83,4.87,4.83,4.76,4.79,4.6,f,0.56
within a day,1,0.88,t,Entire rental unit,Entire home/apt,6,2 baths,4,4,2454.4,4.93,4.88,4.97,4.99,4.98,4.59,4.88,f,0.72
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,3,1 bath,,2,1038.4,4.67,4.85,4.82,4.85,4.88,4.55,4.3,f,0.31
within a day,0.86,0.06,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,2171.2,4.89,4.98,4.85,4.95,4.96,4.98,4.75,f,0.84
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 bath,,2,1699.2,4.85,4.85,4.62,5,5,5,4.69,f,0.13
within an hour,1,N/A,f,Entire townhouse,Entire home/apt,6,1 bath,1,1,1321.6,4.85,4.81,4.9,4.94,4.94,4.48,4.8,f,0.61
within a few hours,1,0.87,t,Private room in rental unit,Private room,2,1 private bath,,1,755.2,4.71,4.81,4.92,4.91,4.9,4.87,4.65,f,2.94
N/A,N/A,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1132.8,4.75,4.91,4.71,4.85,4.84,4.87,4.81,f,0.91
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,,3,981.76,4.35,4.63,4.5,4.73,4.77,4.48,4.32,f,0.4
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,3,1 bath,,2,925.12,4.57,4.68,4.73,4.64,4.81,4.33,4.43,f,0.31
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,2832,5,5,5,5,4,5,4,f,0.04
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,3776,5,5,5,5,5,5,5,f,0.01
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,,1,925.12,4.42,4.6,4.57,4.89,4.8,4.66,4.31,f,0.29
within a few hours,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,2,1,1548.16,4.91,4.95,4.86,4.91,4.93,4.95,4.82,f,0.48
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1302.72,4.92,4.94,4.91,4.93,4.95,4.74,4.67,t,0.97
N/A,N/A,0,t,Entire rental unit,Entire home/apt,7,2 baths,4,4,2360,5,5,5,5,5,5,4.75,f,0.12
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,4531.2,4.67,4.56,4.67,5,4.89,5,4.67,f,0.09
within a few hours,1,0.86,t,Entire condo,Entire home/apt,2,1 bath,,2,944,4.77,4.84,4.87,4.77,4.84,4.94,4.61,f,0.32
N/A,N/A,0.67,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,2832,5,5,5,5,5,4,5,f,0.16
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1132.8,4.6,4.75,4.6,4.89,4.8,4.47,4.63,f,0.23
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1132.8,4.69,4.84,4.77,4.93,4.96,4.39,4.73,t,0.45
within an hour,0.98,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1623.68,4.67,4.91,4.87,4.64,4.83,4.96,4.75,f,0.47
within a few hours,1,0.8,t,Entire rental unit,Entire home/apt,8,2.5 baths,4,6,2643.2,4.75,4.77,4.74,4.84,4.94,4.9,4.63,f,0.86
N/A,N/A,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,2832,4.5,4.25,4,5,4.75,5,3.75,t,0.06
within a few hours,1,0.9,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,1227.2,4.79,4.87,4.77,4.88,4.88,4.86,4.74,f,1.19
within a day,1,0.94,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,2001.28,4.86,4.85,4.78,4.92,4.84,4.98,4.79,f,2.16
within a few hours,1,0.4,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1793.6,4.75,4.63,5,5,4.88,4.63,4.75,f,0.08
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,1888,4.79,4.88,4.6,4.5,4.91,4.95,4.72,f,0.54
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1246.08,4.35,4.63,3.99,4.53,4.57,4.77,4.38,t,2.61
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,,1,925.12,4.63,4.88,4.56,4.75,4.81,4.5,4.72,f,0.29
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 private bath,,2,7929.6,4.31,4.44,4.81,4.63,4.81,4.25,4.44,f,0.15
within an hour,1,0.86,t,Private room,Private room,2,1 shared bath,,2,1529.28,4.91,4.85,4.81,4.91,4.89,4.87,4.8,f,0.44
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,944,4.76,4.94,4.74,4.85,4.97,4.85,4.59,f,0.27
within an hour,1,0.92,t,Entire loft,Entire home/apt,11,3 baths,3,13,2360,4.54,4.59,4.68,4.72,4.72,4.79,4.16,t,1.04
within a few hours,1,0.2,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1359.36,4.76,4.74,4.63,4.92,4.89,4.75,4.72,f,0.43
within a few hours,0.97,0.84,t,Private room in rental unit,Private room,2,1 shared bath,,1,1151.68,4.84,4.89,4.96,4.91,4.85,4.86,4.79,f,4.71
within a few hours,1,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,3587.2,4.38,4.38,4.5,4.25,4.63,4.88,4.63,f,0.08
within a few hours,1,0.91,t,Entire rental unit,Entire home/apt,8,2 baths,5,6,4720,4.9,4.91,4.93,4.92,4.94,4.84,4.75,f,1.33
within a few hours,1,0.69,t,Entire rental unit,Entire home/apt,6,3 baths,3,,5664,5,4.83,5,5,5,5,4.83,f,0.05
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 bath,,2,377.6,5,5,5,5,5,5,5,f,0.01
within an hour,1,0.93,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,1510.4,4.74,4.88,4.85,4.9,4.83,4.97,4.63,f,1.21
N/A,N/A,N/A,t,Entire guesthouse,Entire home/apt,4,1 bath,2,3,1132.8,4.65,4.76,4.47,4.88,4.88,4.53,4.41,f,0.15
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 shared bath,,1,585.28,4.53,4.79,4.84,4.95,4.95,4.32,4.68,f,0.18
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1510.4,4.55,4.73,4.55,4.6,4.93,4.85,4.8,f,0.37
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,1 bath,3,5,2076.8,4.54,4.8,4.31,4.89,4.87,4.85,4.57,f,0.98
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,2,2,2832,,,,,,,,f,
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1699.2,4.93,5,5,5,5,4.86,4.71,f,0.2
within a few hours,1,0.64,t,Private room in rental unit,Private room,2,1 shared bath,,1,1340.48,4.25,5,5,5,4.25,4.5,4,f,0.04
within a few hours,1,0.64,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1888,4.65,4.75,4.5,4.83,4.87,4.93,4.63,f,1.02
within an hour,1,0.88,t,Entire rental unit,Entire home/apt,6,1.5 baths,2,3,2907.52,4.32,4.52,3.84,4.36,4.6,4.8,4.08,f,0.23
within a day,0.9,0.92,t,Private room in rental unit,Private room,2,1 shared bath,,1,774.08,4.67,4.8,4.62,4.79,4.8,4.89,4.71,f,0.79
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,3,1 bath,2,2,1038.4,4.82,4.94,4.82,5,5,4.88,4.71,f,0.26
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,1,1,2832,,,,,,,,f,
within an hour,1,1,t,Entire townhouse,Entire home/apt,5,1 bath,2,2,1321.6,4.92,4.91,4.87,4.93,4.94,4.84,4.87,t,1.06
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,3776,,,,,,,,f,
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,1,1,1623.68,,,,,,,,f,
within an hour,1,0.88,t,Entire serviced apartment,Entire home/apt,6,2 baths,2,3,3398.4,4.55,4.72,4.59,4.88,4.81,4.63,4.47,f,0.3
within an hour,1,0.96,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1699.2,4.67,4.87,4.47,4.87,5,4.8,4.47,t,0.21
within an hour,1,0.88,t,Entire rental unit,Entire home/apt,6,2 baths,2,2,1416,5,5,5,5,5,4.5,5,t,0.04
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,1793.6,4.5,4.73,4.4,4.45,4.8,4.82,4.3,f,0.11
within a day,1,0.41,t,Entire rental unit,Entire home/apt,6,1 bath,3,3,3020.8,4.77,4.89,4.61,4.89,4.86,4.75,4.7,f,0.35
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1869.12,4.95,4.98,4.97,4.96,4.94,4.95,4.89,f,1.3
within a day,1,0.4,t,Private room in rental unit,Private room,2,1 shared bath,,1,736.32,4.85,4.92,4.86,4.9,4.93,4.84,4.84,f,1.07
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,1,3,1113.92,4.44,4.72,4.78,4.84,4.84,4.45,4.32,f,0.26
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1321.6,5,5,5,5,5,5,5,f,0.01
within an hour,1,0.74,t,Entire rental unit,Entire home/apt,9,1 bath,2,4,7268.8,4.77,4.86,4.8,4.9,4.9,4.81,4.45,f,1.07
within a day,1,0.45,t,Private room in rental unit,Private room,2,1 shared bath,,1,944,4.81,4.88,4.68,4.88,4.93,4.88,4.84,f,0.52
N/A,N/A,N/A,f,Shared room in rental unit,Shared room,2,1 shared bath,,1,1793.6,,,,,,,,f,
within an hour,0.75,0.62,t,Private room in rental unit,Private room,2,1 shared bath,,1,755.2,5,4.97,4.97,4.95,5,4.95,4.97,f,0.33
within an hour,0.98,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,2341.12,4.73,4.77,4.6,4.87,4.83,4.8,4.6,f,0.27
within a few hours,1,0.88,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1132.8,4.63,4.63,4.63,4.89,4.84,4.68,4.37,f,0.16
N/A,N/A,N/A,f,Private room in rental unit,Private room,1,1 shared bath,,1,660.8,3.67,5,5,3.33,3.67,5,5,t,0.07
within a few hours,1,0.79,t,Entire rental unit,Entire home/apt,6,1 bath,3,4,5645.12,4.89,4.95,4.9,4.92,4.95,4.88,4.65,f,0.92
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1906.88,4.89,4.9,4.93,4.83,4.91,4.91,4.81,t,3.8
within a day,0.5,0.25,t,Entire rental unit,Entire home/apt,3,1 bath,1,1,1888,4.72,4.84,4.75,4.82,4.84,4.64,4.55,f,0.39
within a few hours,0.67,1,t,Entire rental unit,Entire home/apt,2,0 baths,1,1,1416,3,4.33,3,4,4.33,4.33,4,f,0.02
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,2454.4,,,,,,,,f,
within a day,1,0.11,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,1416,4.5,5,5,5,5,5,4.5,f,0.02
within a few hours,1,0.5,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,1321.6,4.77,4.83,4.77,4.94,4.92,4.75,4.83,f,0.43
N/A,N/A,N/A,t,Entire townhouse,Entire home/apt,5,1 bath,2,3,2718.72,4.95,4.85,4.85,4.95,4.9,4.7,4.75,f,0.17
within a few hours,1,0.76,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,849.6,4.71,4.83,4.61,4.79,4.78,4.64,4.79,f,3.17
within a day,0.7,0.61,t,Private room in rental unit,Private room,2,1 shared bath,,1,944,4.58,4.69,4.57,4.88,4.84,4.68,4.59,f,0.78
within a few hours,1,0.61,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1472.64,4.84,4.91,4.95,4.9,4.95,4.72,4.86,f,0.51
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,5,1 bath,2,4,1718.08,4.63,4.67,4.64,4.93,4.94,4.25,4.6,f,1.66
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,811.84,4.41,4.61,4.79,4.76,4.8,4.4,4.47,f,2.53
within an hour,1,0.81,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1434.88,4.65,4.67,4.22,4.81,4.93,4.91,4.63,f,1.4
N/A,N/A,1,t,Entire home,Entire home/apt,4,2 baths,3,4,2076.8,5,4.88,4.63,5,5,4.38,4.88,f,0.08
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,3,1 bath,2,1,849.6,4.59,4.8,4.65,4.82,4.8,4.3,4.62,f,0.5
N/A,N/A,N/A,f,Private room in rental unit,Private room,5,1 shared bath,,5,849.6,4.11,4.11,4.78,4.67,4.56,4.44,4,f,0.08
a few days or more,0,0,f,Private room in rental unit,Private room,2,1 bath,,1,1604.8,,,,,,,,f,
within an hour,1,1,t,Entire home,Entire home/apt,4,1 bath,1,3,1416,4.85,4.9,4.88,4.95,4.91,4.74,4.68,f,0.65
within an hour,0.8,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1567.04,4.7,4.75,4.63,4.78,4.83,4.9,4.49,f,0.74
within an hour,0.97,0.7,t,Private room in rental unit,Private room,2,2 shared baths,,3,1397.12,4.67,5,3.67,5,5,4.67,4.33,f,0.52
within an hour,1,1,t,Private room in rental unit,Private room,1,1 shared bath,,2,717.44,4.93,4.89,4.96,4.89,4.93,4.68,4.82,f,0.27
within a day,0.67,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,2378.88,4.38,4.5,4.63,4.63,4.75,4.5,3.88,t,0.27
within a day,1,0.55,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1038.4,4.16,4.63,4.26,4.83,4.78,4.89,4.22,f,0.18
within a few hours,1,0.74,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,2265.6,4.79,4.85,4.38,4.91,4.98,4.96,4.72,f,0.45
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1982.4,4.93,4.96,4.87,4.96,4.96,4.92,4.87,f,1.68
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,5154.24,4.88,5,4.75,5,5,4.63,5,f,0.13
N/A,N/A,0.75,t,Entire condo,Entire home/apt,6,1 bath,9,3,2076.8,4.71,4.88,4.82,4.88,4.97,4.85,4.62,f,0.31
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,,1,1,1019.52,4,5,4,5,5,5,4,f,0.01
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,1,3,1793.6,5,5,5,4.83,5,5,4.83,f,0.08
within an hour,1,0.98,t,Entire loft,Entire home/apt,4,1 bath,1,2,1982.4,4.88,4.92,4.96,4.94,4.92,4.76,4.76,f,2.82
within an hour,1,0.71,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1623.68,4.94,4.92,4.94,4.97,4.97,4.72,4.78,f,0.37
within an hour,1,0.89,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1623.68,4.57,4.76,4.66,4.9,4.92,4.95,4.56,f,0.55
within a day,1,0.4,t,Entire rental unit,Entire home/apt,6,1 bath,2,2,1510.4,4.79,4.95,4.67,4.97,4.97,4.81,4.77,f,0.95
within a few hours,1,0.94,t,Private room in home,Private room,6,1.5 baths,,3,2039.04,4.86,4.84,4.96,4.93,4.95,4.84,4.7,f,0.54
within a day,1,0.57,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1793.6,4.67,4.85,4.36,4.85,5,4.88,4.55,f,0.32
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,1,1,1113.92,4.9,4.94,4.91,4.95,4.93,4.61,4.8,f,2.87
within a few hours,1,0.69,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1416,4.84,4.93,4.69,4.94,4.98,4.91,4.74,f,0.5
N/A,N/A,1,t,Private room in rental unit,Private room,2,1 private bath,,1,1340.48,4.94,4.94,4.96,4.98,4.96,4.98,4.95,f,1.63
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1132.8,4.75,5,4.5,5,5,4.5,4.5,f,0.07
within an hour,1,0.81,t,Entire rental unit,Entire home/apt,9,2 baths,3,6,5531.84,4.78,4.76,4.24,4.88,4.93,4.87,4.61,f,2.12
within an hour,0.96,0.61,t,Private room in home,Private room,16,1 private bath,,8,18747.84,4.33,4.33,4.33,4,4,4.22,3.67,f,0.08
within a few hours,1,0.77,f,Entire loft,Entire home/apt,4,1 bath,2,3,1888,4.78,4.85,4.68,4.9,4.83,4.85,4.6,f,0.37
N/A,N/A,0,t,Private room in rental unit,Private room,2,1 shared bath,,1,566.4,4.72,4.85,4.65,4.8,4.85,4.6,4.45,f,0.17
within a few hours,1,0.85,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1132.8,4.62,4.82,4.53,4.83,4.88,4.45,4.64,f,0.58
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,1,2,2076.8,4.61,4.84,4.49,4.77,4.91,4.47,4.53,f,0.55
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,2.5 baths,1,1,2511.04,4.78,4.83,4.67,4.85,4.93,4.97,4.72,f,1.31
within an hour,1,0.72,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1736.96,4.69,4.76,4.72,4.86,4.89,4.76,4.55,f,0.84
within a few hours,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,1925.76,5,5,4.5,5,5,5,5,f,0.33
within a few hours,0.88,0.94,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1359.36,4.39,4.54,4.69,4.66,4.7,4.91,4.27,f,1.45
N/A,N/A,N/A,t,Entire townhouse,Entire home/apt,6,1.5 baths,2,2,2076.8,4.56,4.67,4.78,4.88,4.89,4.5,4.75,f,0.09
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,1095.04,4.55,4.7,4.36,4.48,4.67,4.7,4.48,f,0.29
within a few hours,1,0.85,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1038.4,4.68,4.79,4.63,4.86,4.86,4.47,4.64,f,0.86
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,1,3,981.76,4.37,4.63,4.6,4.8,4.93,4.43,4.27,f,0.27
N/A,N/A,N/A,t,Private room in home,Private room,2,1 bath,,1,1888,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1095.04,4.76,4.84,4.81,4.9,4.87,4.74,4.69,t,0.55
within a few hours,1,0.96,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,1359.36,4.75,4.79,4.67,4.85,4.91,4.85,4.64,f,1.36
N/A,N/A,1,t,Entire townhouse,Entire home/apt,6,2 baths,3,4,2643.2,4.6,4.78,4.44,4.44,4.22,4.56,4.44,f,0.1
within an hour,1,0.92,t,Entire rental unit,Entire home/apt,3,1 bath,,2,1264.96,4.95,4.95,4.97,4.97,4.98,4.95,4.84,f,1.02
